pocet,rok,obec,okres
527,1970,Bařice-Velké Těšany,Kroměříž
446,1980,Bařice-Velké Těšany,Kroměříž
454,1991,Bařice-Velké Těšany,Kroměříž
473,2001,Bařice-Velké Těšany,Kroměříž
498,2011,Bařice-Velké Těšany,Kroměříž
1892,1869,Baška,Frýdek-Místek
2172,1880,Baška,Frýdek-Místek
2183,1890,Baška,Frýdek-Místek
2440,1900,Baška,Frýdek-Místek
2588,1910,Baška,Frýdek-Místek
2335,1921,Baška,Frýdek-Místek
3127,1930,Baška,Frýdek-Místek
3034,1950,Baška,Frýdek-Místek
3264,1961,Baška,Frýdek-Místek
3186,1970,Baška,Frýdek-Místek
3076,1980,Baška,Frýdek-Místek
2874,1991,Baška,Frýdek-Místek
3157,2001,Baška,Frýdek-Místek
3582,2011,Baška,Frýdek-Místek
321,1869,Bašnice,Jičín
446,1880,Bašnice,Jičín
458,1890,Bašnice,Jičín
390,1900,Bašnice,Jičín
429,1910,Bašnice,Jičín
418,1921,Bašnice,Jičín
396,1930,Bašnice,Jičín
323,1950,Bašnice,Jičín
285,1961,Bašnice,Jičín
288,1970,Bašnice,Jičín
259,1980,Bašnice,Jičín
209,1991,Bašnice,Jičín
197,2001,Bašnice,Jičín
188,2011,Bašnice,Jičín
531,1869,Bašť,Praha-východ
600,1880,Bašť,Praha-východ
649,1890,Bašť,Praha-východ
646,1900,Bašť,Praha-východ
711,1910,Bašť,Praha-východ
671,1921,Bašť,Praha-východ
793,1930,Bašť,Praha-východ
666,1950,Bašť,Praha-východ
670,1961,Bašť,Praha-východ
610,1970,Bašť,Praha-východ
614,1980,Bašť,Praha-východ
555,1991,Bašť,Praha-východ
549,2001,Bašť,Praha-východ
1563,2011,Bašť,Praha-východ
420,1869,Bdeněves,Plzeň-sever
410,1880,Bdeněves,Plzeň-sever
395,1890,Bdeněves,Plzeň-sever
405,1900,Bdeněves,Plzeň-sever
467,1910,Bdeněves,Plzeň-sever
494,1921,Bdeněves,Plzeň-sever
575,1930,Bdeněves,Plzeň-sever
450,1950,Bdeněves,Plzeň-sever
441,1961,Bdeněves,Plzeň-sever
425,1970,Bdeněves,Plzeň-sever
426,1980,Bdeněves,Plzeň-sever
414,1991,Bdeněves,Plzeň-sever
387,2001,Bdeněves,Plzeň-sever
611,2011,Bdeněves,Plzeň-sever
280,1869,Bdín,Rakovník
263,1880,Bdín,Rakovník
251,1890,Bdín,Rakovník
261,1900,Bdín,Rakovník
233,1910,Bdín,Rakovník
213,1921,Bdín,Rakovník
208,1930,Bdín,Rakovník
145,1950,Bdín,Rakovník
125,1961,Bdín,Rakovník
119,1970,Bdín,Rakovník
104,1980,Bdín,Rakovník
77,1991,Bdín,Rakovník
63,2001,Bdín,Rakovník
59,2011,Bdín,Rakovník
1074,1869,Bechlín,Litoměřice
1096,1880,Bechlín,Litoměřice
1165,1890,Bechlín,Litoměřice
1264,1900,Bechlín,Litoměřice
1406,1910,Bechlín,Litoměřice
1405,1921,Bechlín,Litoměřice
1492,1930,Bechlín,Litoměřice
1275,1950,Bechlín,Litoměřice
1376,1961,Bechlín,Litoměřice
1250,1970,Bechlín,Litoměřice
1145,1980,Bechlín,Litoměřice
1082,1991,Bechlín,Litoměřice
1114,2001,Bechlín,Litoměřice
1241,2011,Bechlín,Litoměřice
2994,1869,Bechyně,Tábor
2816,1880,Bechyně,Tábor
2709,1890,Bechyně,Tábor
2714,1900,Bechyně,Tábor
2754,1910,Bechyně,Tábor
2725,1921,Bechyně,Tábor
2742,1930,Bechyně,Tábor
2746,1950,Bechyně,Tábor
4818,1961,Bechyně,Tábor
5067,1970,Bechyně,Tábor
5689,1980,Bechyně,Tábor
6151,1991,Bechyně,Tábor
5931,2001,Bechyně,Tábor
5386,2011,Bechyně,Tábor
891,1869,Bedihošť,Prostějov
1064,1880,Bedihošť,Prostějov
1099,1890,Bedihošť,Prostějov
1063,1900,Bedihošť,Prostějov
1406,1910,Bedihošť,Prostějov
1441,1921,Bedihošť,Prostějov
1528,1930,Bedihošť,Prostějov
1198,1950,Bedihošť,Prostějov
1239,1961,Bedihošť,Prostějov
1050,1970,Bedihošť,Prostějov
1109,1980,Bedihošť,Prostějov
1026,1991,Bedihošť,Prostějov
1051,2001,Bedihošť,Prostějov
1041,2011,Bedihošť,Prostějov
376,1869,Bednárec,Jindřichův Hradec
383,1880,Bednárec,Jindřichův Hradec
370,1890,Bednárec,Jindřichův Hradec
383,1900,Bednárec,Jindřichův Hradec
344,1910,Bednárec,Jindřichův Hradec
332,1921,Bednárec,Jindřichův Hradec
306,1930,Bednárec,Jindřichův Hradec
215,1950,Bednárec,Jindřichův Hradec
239,1961,Bednárec,Jindřichův Hradec
196,1970,Bednárec,Jindřichův Hradec
142,1980,Bednárec,Jindřichův Hradec
124,1991,Bednárec,Jindřichův Hradec
102,2001,Bednárec,Jindřichův Hradec
107,2011,Bednárec,Jindřichův Hradec
362,1869,Bednáreček,Jindřichův Hradec
364,1880,Bednáreček,Jindřichův Hradec
374,1890,Bednáreček,Jindřichův Hradec
428,1900,Bednáreček,Jindřichův Hradec
503,1910,Bednáreček,Jindřichův Hradec
507,1921,Bednáreček,Jindřichův Hradec
434,1930,Bednáreček,Jindřichův Hradec
350,1950,Bednáreček,Jindřichův Hradec
332,1961,Bednáreček,Jindřichův Hradec
290,1970,Bednáreček,Jindřichův Hradec
209,1980,Bednáreček,Jindřichův Hradec
183,1991,Bednáreček,Jindřichův Hradec
181,2001,Bednáreček,Jindřichův Hradec
194,2011,Bednáreček,Jindřichův Hradec
428,1869,Bedřichov,Blansko
433,1880,Bedřichov,Blansko
402,1890,Bedřichov,Blansko
435,1900,Bedřichov,Blansko
441,1910,Bedřichov,Blansko
417,1921,Bedřichov,Blansko
444,1930,Bedřichov,Blansko
341,1950,Bedřichov,Blansko
344,1961,Bedřichov,Blansko
311,1970,Bedřichov,Blansko
268,1980,Bedřichov,Blansko
221,1991,Bedřichov,Blansko
248,2001,Bedřichov,Blansko
253,2011,Bedřichov,Blansko
1209,1869,Bedřichov,Jablonec nad Nisou
1206,1880,Bedřichov,Jablonec nad Nisou
1268,1890,Bedřichov,Jablonec nad Nisou
1255,1900,Bedřichov,Jablonec nad Nisou
1394,1910,Bedřichov,Jablonec nad Nisou
1196,1921,Bedřichov,Jablonec nad Nisou
1248,1930,Bedřichov,Jablonec nad Nisou
540,1950,Bedřichov,Jablonec nad Nisou
255,1961,Bedřichov,Jablonec nad Nisou
177,1970,Bedřichov,Jablonec nad Nisou
165,1980,Bedřichov,Jablonec nad Nisou
163,1991,Bedřichov,Jablonec nad Nisou
239,2001,Bedřichov,Jablonec nad Nisou
314,2011,Bedřichov,Jablonec nad Nisou
3183,1869,Benecko,Semily
3125,1880,Benecko,Semily
2947,1890,Benecko,Semily
2989,1900,Benecko,Semily
2884,1910,Benecko,Semily
2389,1921,Benecko,Semily
2181,1930,Benecko,Semily
2072,1950,Benecko,Semily
1365,1961,Benecko,Semily
1276,1970,Benecko,Semily
1171,1980,Benecko,Semily
1075,1991,Benecko,Semily
1141,2001,Benecko,Semily
1128,2011,Benecko,Semily
214,1869,Benetice,Třebíč
234,1880,Benetice,Třebíč
267,1890,Benetice,Třebíč
250,1900,Benetice,Třebíč
230,1910,Benetice,Třebíč
244,1921,Benetice,Třebíč
252,1930,Benetice,Třebíč
159,1950,Benetice,Třebíč
185,1961,Benetice,Třebíč
175,1970,Benetice,Třebíč
193,1980,Benetice,Třebíč
198,1991,Benetice,Třebíč
183,2001,Benetice,Třebíč
194,2011,Benetice,Třebíč
5345,1869,Benešov,Benešov
6240,1880,Benešov,Benešov
7413,1890,Benešov,Benešov
8450,1900,Benešov,Benešov
8857,1910,Benešov,Benešov
9304,1921,Benešov,Benešov
9820,1930,Benešov,Benešov
10387,1950,Benešov,Benešov
9774,1961,Benešov,Benešov
10769,1970,Benešov,Benešov
14258,1980,Benešov,Benešov
15892,1991,Benešov,Benešov
16323,2001,Benešov,Benešov
16484,2011,Benešov,Benešov
810,1869,Benešov,Blansko
795,1880,Benešov,Blansko
825,1890,Benešov,Blansko
850,1900,Benešov,Blansko
923,1910,Benešov,Blansko
873,1921,Benešov,Blansko
918,1930,Benešov,Blansko
837,1950,Benešov,Blansko
872,1961,Benešov,Blansko
805,1970,Benešov,Blansko
710,1980,Benešov,Blansko
622,1991,Benešov,Blansko
580,2001,Benešov,Blansko
646,2011,Benešov,Blansko
2379,1869,Benešov nad Ploučnicí,Děčín
2597,1880,Benešov nad Ploučnicí,Děčín
3486,1890,Benešov nad Ploučnicí,Děčín
3957,1900,Benešov nad Ploučnicí,Děčín
4166,1910,Benešov nad Ploučnicí,Děčín
3877,1921,Benešov nad Ploučnicí,Děčín
4531,1930,Benešov nad Ploučnicí,Děčín
3286,1950,Benešov nad Ploučnicí,Děčín
3570,1961,Benešov nad Ploučnicí,Děčín
3630,1970,Benešov nad Ploučnicí,Děčín
4758,1980,Benešov nad Ploučnicí,Děčín
4233,1991,Benešov nad Ploučnicí,Děčín
4062,2001,Benešov nad Ploučnicí,Děčín
3933,2011,Benešov nad Ploučnicí,Děčín
4336,1869,Benešov nad Černou,Český Krumlov
4517,1880,Benešov nad Černou,Český Krumlov
4626,1890,Benešov nad Černou,Český Krumlov
4701,1900,Benešov nad Černou,Český Krumlov
4579,1910,Benešov nad Černou,Český Krumlov
4209,1921,Benešov nad Černou,Český Krumlov
3631,1930,Benešov nad Černou,Český Krumlov
1764,1950,Benešov nad Černou,Český Krumlov
1767,1961,Benešov nad Černou,Český Krumlov
1441,1970,Benešov nad Černou,Český Krumlov
1246,1980,Benešov nad Černou,Český Krumlov
1150,1991,Benešov nad Černou,Český Krumlov
1237,2001,Benešov nad Černou,Český Krumlov
1429,2011,Benešov nad Černou,Český Krumlov
789,1869,Benešov u Semil,Semily
922,1880,Benešov u Semil,Semily
1164,1890,Benešov u Semil,Semily
1274,1900,Benešov u Semil,Semily
1652,1910,Benešov u Semil,Semily
1459,1921,Benešov u Semil,Semily
1525,1930,Benešov u Semil,Semily
1055,1950,Benešov u Semil,Semily
1047,1961,Benešov u Semil,Semily
923,1970,Benešov u Semil,Semily
839,1980,Benešov u Semil,Semily
695,1991,Benešov u Semil,Semily
850,2001,Benešov u Semil,Semily
858,2011,Benešov u Semil,Semily
594,1869,Benešovice,Tachov
640,1880,Benešovice,Tachov
663,1890,Benešovice,Tachov
675,1900,Benešovice,Tachov
682,1910,Benešovice,Tachov
686,1921,Benešovice,Tachov
675,1930,Benešovice,Tachov
265,1950,Benešovice,Tachov
260,1961,Benešovice,Tachov
267,1970,Benešovice,Tachov
213,1980,Benešovice,Tachov
180,1991,Benešovice,Tachov
156,2001,Benešovice,Tachov
167,2011,Benešovice,Tachov
262,1869,Benátky,Hradec Králové
282,1880,Benátky,Hradec Králové
293,1890,Benátky,Hradec Králové
289,1900,Benátky,Hradec Králové
263,1910,Benátky,Hradec Králové
276,1921,Benátky,Hradec Králové
265,1930,Benátky,Hradec Králové
169,1950,Benátky,Hradec Králové
172,1961,Benátky,Hradec Králové
161,1970,Benátky,Hradec Králové
118,1980,Benátky,Hradec Králové
92,1991,Benátky,Hradec Králové
97,2001,Benátky,Hradec Králové
114,2011,Benátky,Hradec Králové
484,1869,Benátky,Svitavy
490,1880,Benátky,Svitavy
507,1890,Benátky,Svitavy
468,1900,Benátky,Svitavy
451,1910,Benátky,Svitavy
431,1921,Benátky,Svitavy
456,1930,Benátky,Svitavy
325,1950,Benátky,Svitavy
308,1961,Benátky,Svitavy
305,1970,Benátky,Svitavy
288,1980,Benátky,Svitavy
255,1991,Benátky,Svitavy
300,2001,Benátky,Svitavy
365,2011,Benátky,Svitavy
3734,1869,Benátky nad Jizerou,Mladá Boleslav
4625,1880,Benátky nad Jizerou,Mladá Boleslav
4453,1890,Benátky nad Jizerou,Mladá Boleslav
4706,1900,Benátky nad Jizerou,Mladá Boleslav
5072,1910,Benátky nad Jizerou,Mladá Boleslav
5236,1921,Benátky nad Jizerou,Mladá Boleslav
5301,1930,Benátky nad Jizerou,Mladá Boleslav
5278,1950,Benátky nad Jizerou,Mladá Boleslav
5840,1961,Benátky nad Jizerou,Mladá Boleslav
5931,1970,Benátky nad Jizerou,Mladá Boleslav
7104,1980,Benátky nad Jizerou,Mladá Boleslav
6614,1991,Benátky nad Jizerou,Mladá Boleslav
6648,2001,Benátky nad Jizerou,Mladá Boleslav
7387,2011,Benátky nad Jizerou,Mladá Boleslav
281,1869,Bernardov,Kutná Hora
338,1880,Bernardov,Kutná Hora
306,1890,Bernardov,Kutná Hora
268,1900,Bernardov,Kutná Hora
295,1910,Bernardov,Kutná Hora
272,1921,Bernardov,Kutná Hora
260,1930,Bernardov,Kutná Hora
223,1950,Bernardov,Kutná Hora
247,1961,Bernardov,Kutná Hora
252,1970,Bernardov,Kutná Hora
215,1980,Bernardov,Kutná Hora
201,1991,Bernardov,Kutná Hora
176,2001,Bernardov,Kutná Hora
179,2011,Bernardov,Kutná Hora
634,1869,Bernartice,Benešov
671,1880,Bernartice,Benešov
693,1890,Bernartice,Benešov
630,1900,Bernartice,Benešov
624,1910,Bernartice,Benešov
604,1921,Bernartice,Benešov
573,1930,Bernartice,Benešov
450,1950,Bernartice,Benešov
416,1961,Bernartice,Benešov
326,1970,Bernartice,Benešov
271,1980,Bernartice,Benešov
246,1991,Bernartice,Benešov
228,2001,Bernartice,Benešov
214,2011,Bernartice,Benešov
3057,1869,Bernartice,Jeseník
3368,1880,Bernartice,Jeseník
3063,1890,Bernartice,Jeseník
2951,1900,Bernartice,Jeseník
2810,1910,Bernartice,Jeseník
2623,1921,Bernartice,Jeseník
2631,1930,Bernartice,Jeseník
1200,1950,Bernartice,Jeseník
1188,1961,Bernartice,Jeseník
1067,1970,Bernartice,Jeseník
898,1980,Bernartice,Jeseník
884,1991,Bernartice,Jeseník
911,2001,Bernartice,Jeseník
898,2011,Bernartice,Jeseník
3001,1869,Bernartice,Písek
2931,1880,Bernartice,Písek
2813,1890,Bernartice,Písek
2749,1900,Bernartice,Písek
2891,1910,Bernartice,Písek
2946,1921,Bernartice,Písek
2633,1930,Bernartice,Písek
2025,1950,Bernartice,Písek
1994,1961,Bernartice,Písek
1737,1970,Bernartice,Písek
1416,1980,Bernartice,Písek
1239,1991,Bernartice,Písek
1222,2001,Bernartice,Písek
1296,2011,Bernartice,Písek
2782,1869,Bernartice,Trutnov
2774,1880,Bernartice,Trutnov
2885,1890,Bernartice,Trutnov
2947,1900,Bernartice,Trutnov
2805,1910,Bernartice,Trutnov
2466,1921,Bernartice,Trutnov
2426,1930,Bernartice,Trutnov
1322,1950,Bernartice,Trutnov
1215,1961,Bernartice,Trutnov
1143,1970,Bernartice,Trutnov
982,1980,Bernartice,Trutnov
888,1991,Bernartice,Trutnov
899,2001,Bernartice,Trutnov
905,2011,Bernartice,Trutnov
715,1869,Bernartice nad Odrou,Nový Jičín
794,1880,Bernartice nad Odrou,Nový Jičín
817,1890,Bernartice nad Odrou,Nový Jičín
832,1900,Bernartice nad Odrou,Nový Jičín
871,1910,Bernartice nad Odrou,Nový Jičín
837,1921,Bernartice nad Odrou,Nový Jičín
942,1930,Bernartice nad Odrou,Nový Jičín
691,1950,Bernartice nad Odrou,Nový Jičín
775,1961,Bernartice nad Odrou,Nový Jičín
752,1970,Bernartice nad Odrou,Nový Jičín
747,1980,Bernartice nad Odrou,Nový Jičín
730,1991,Bernartice nad Odrou,Nový Jičín
792,2001,Bernartice nad Odrou,Nový Jičín
955,2011,Bernartice nad Odrou,Nový Jičín
5167,1869,Beroun,Beroun
6331,1880,Beroun,Beroun
7872,1890,Beroun,Beroun
10402,1900,Beroun,Beroun
11906,1910,Beroun,Beroun
12107,1921,Beroun,Beroun
13917,1930,Beroun,Beroun
13802,1950,Beroun,Beroun
16134,1961,Beroun,Beroun
17805,1970,Beroun,Beroun
17387,1980,Beroun,Beroun
18005,1991,Beroun,Beroun
17459,2001,Beroun,Beroun
18741,2011,Beroun,Beroun
876,1869,Besednice,Český Krumlov
934,1880,Besednice,Český Krumlov
1028,1890,Besednice,Český Krumlov
1069,1900,Besednice,Český Krumlov
1110,1910,Besednice,Český Krumlov
1069,1921,Besednice,Český Krumlov
898,1930,Besednice,Český Krumlov
761,1950,Besednice,Český Krumlov
818,1961,Besednice,Český Krumlov
776,1970,Besednice,Český Krumlov
814,1980,Besednice,Český Krumlov
770,1991,Besednice,Český Krumlov
802,2001,Besednice,Český Krumlov
865,2011,Besednice,Český Krumlov
2168,1869,Bezdružice,Tachov
2158,1880,Bezdružice,Tachov
2111,1890,Bezdružice,Tachov
2010,1900,Bezdružice,Tachov
1962,1910,Bezdružice,Tachov
1977,1921,Bezdružice,Tachov
2013,1930,Bezdružice,Tachov
983,1950,Bezdružice,Tachov
1055,1961,Bezdružice,Tachov
1034,1970,Bezdružice,Tachov
1007,1980,Bezdružice,Tachov
981,1991,Bezdružice,Tachov
990,2001,Bezdružice,Tachov
948,2011,Bezdružice,Tachov
574,1869,Bezdědovice,Strakonice
643,1880,Bezdědovice,Strakonice
581,1890,Bezdědovice,Strakonice
589,1900,Bezdědovice,Strakonice
556,1910,Bezdědovice,Strakonice
492,1921,Bezdědovice,Strakonice
503,1930,Bezdědovice,Strakonice
403,1950,Bezdědovice,Strakonice
409,1961,Bezdědovice,Strakonice
380,1970,Bezdědovice,Strakonice
323,1980,Bezdědovice,Strakonice
324,1991,Bezdědovice,Strakonice
306,2001,Bezdědovice,Strakonice
334,2011,Bezdědovice,Strakonice
435,1869,Bezděkov,Havlíčkův Brod
408,1880,Bezděkov,Havlíčkův Brod
416,1890,Bezděkov,Havlíčkův Brod
411,1900,Bezděkov,Havlíčkův Brod
432,1910,Bezděkov,Havlíčkův Brod
432,1921,Bezděkov,Havlíčkův Brod
360,1930,Bezděkov,Havlíčkův Brod
293,1950,Bezděkov,Havlíčkův Brod
315,1961,Bezděkov,Havlíčkův Brod
290,1970,Bezděkov,Havlíčkův Brod
264,1980,Bezděkov,Havlíčkův Brod
256,1991,Bezděkov,Havlíčkův Brod
235,2001,Bezděkov,Havlíčkův Brod
252,2011,Bezděkov,Havlíčkův Brod
1278,1869,Bezděkov,Klatovy
1379,1880,Bezděkov,Klatovy
1268,1890,Bezděkov,Klatovy
1287,1900,Bezděkov,Klatovy
1370,1910,Bezděkov,Klatovy
1306,1921,Bezděkov,Klatovy
1274,1930,Bezděkov,Klatovy
945,1950,Bezděkov,Klatovy
940,1961,Bezděkov,Klatovy
883,1970,Bezděkov,Klatovy
836,1980,Bezděkov,Klatovy
812,1991,Bezděkov,Klatovy
846,2001,Bezděkov,Klatovy
937,2011,Bezděkov,Klatovy
339,1869,Bezděkov,Pardubice
402,1880,Bezděkov,Pardubice
442,1890,Bezděkov,Pardubice
408,1900,Bezděkov,Pardubice
421,1910,Bezděkov,Pardubice
467,1921,Bezděkov,Pardubice
370,1930,Bezděkov,Pardubice
342,1950,Bezděkov,Pardubice
294,1961,Bezděkov,Pardubice
266,1970,Bezděkov,Pardubice
271,1980,Bezděkov,Pardubice
278,1991,Bezděkov,Pardubice
260,2001,Bezděkov,Pardubice
283,2011,Bezděkov,Pardubice
272,1869,Bezděkov,Rokycany
313,1880,Bezděkov,Rokycany
305,1890,Bezděkov,Rokycany
291,1900,Bezděkov,Rokycany
275,1910,Bezděkov,Rokycany
240,1921,Bezděkov,Rokycany
239,1930,Bezděkov,Rokycany
164,1950,Bezděkov,Rokycany
171,1961,Bezděkov,Rokycany
146,1970,Bezděkov,Rokycany
109,1980,Bezděkov,Rokycany
94,1991,Bezděkov,Rokycany
92,2001,Bezděkov,Rokycany
127,2011,Bezděkov,Rokycany
759,1869,Bezděkov nad Metují,Náchod
778,1880,Bezděkov nad Metují,Náchod
775,1890,Bezděkov nad Metují,Náchod
723,1900,Bezděkov nad Metují,Náchod
708,1910,Bezděkov nad Metují,Náchod
656,1921,Bezděkov nad Metují,Náchod
697,1930,Bezděkov nad Metují,Náchod
602,1950,Bezděkov nad Metují,Náchod
571,1961,Bezděkov nad Metují,Náchod
523,1970,Bezděkov nad Metují,Náchod
486,1980,Bezděkov nad Metují,Náchod
482,1991,Bezděkov nad Metují,Náchod
510,2001,Bezděkov nad Metují,Náchod
496,2011,Bezděkov nad Metují,Náchod
304,1869,Bezděkov pod Třemšínem,Příbram
313,1880,Bezděkov pod Třemšínem,Příbram
299,1890,Bezděkov pod Třemšínem,Příbram
282,1900,Bezděkov pod Třemšínem,Příbram
275,1910,Bezděkov pod Třemšínem,Příbram
244,1921,Bezděkov pod Třemšínem,Příbram
229,1930,Bezděkov pod Třemšínem,Příbram
161,1950,Bezděkov pod Třemšínem,Příbram
153,1961,Bezděkov pod Třemšínem,Příbram
160,1970,Bezděkov pod Třemšínem,Příbram
174,1980,Bezděkov pod Třemšínem,Příbram
142,1991,Bezděkov pod Třemšínem,Příbram
143,2001,Bezděkov pod Třemšínem,Příbram
156,2011,Bezděkov pod Třemšínem,Příbram
680,1869,Bezděz,Česká Lípa
638,1880,Bezděz,Česká Lípa
588,1890,Bezděz,Česká Lípa
499,1900,Bezděz,Česká Lípa
499,1910,Bezděz,Česká Lípa
539,1921,Bezděz,Česká Lípa
547,1930,Bezděz,Česká Lípa
339,1950,Bezděz,Česká Lípa
327,1961,Bezděz,Česká Lípa
349,1970,Bezděz,Česká Lípa
295,1980,Bezděz,Česká Lípa
279,1991,Bezděz,Česká Lípa
268,2001,Bezděz,Česká Lípa
305,2011,Bezděz,Česká Lípa
365,1869,Bezděčí u Trnávky,Svitavy
358,1880,Bezděčí u Trnávky,Svitavy
367,1890,Bezděčí u Trnávky,Svitavy
357,1900,Bezděčí u Trnávky,Svitavy
362,1910,Bezděčí u Trnávky,Svitavy
357,1921,Bezděčí u Trnávky,Svitavy
343,1930,Bezděčí u Trnávky,Svitavy
279,1950,Bezděčí u Trnávky,Svitavy
276,1961,Bezděčí u Trnávky,Svitavy
243,1970,Bezděčí u Trnávky,Svitavy
224,1980,Bezděčí u Trnávky,Svitavy
216,1991,Bezděčí u Trnávky,Svitavy
238,2001,Bezděčí u Trnávky,Svitavy
227,2011,Bezděčí u Trnávky,Svitavy
257,1869,Bezkov,Znojmo
239,1880,Bezkov,Znojmo
272,1890,Bezkov,Znojmo
295,1900,Bezkov,Znojmo
291,1910,Bezkov,Znojmo
259,1921,Bezkov,Znojmo
274,1930,Bezkov,Znojmo
276,1950,Bezkov,Znojmo
260,1961,Bezkov,Znojmo
242,1970,Bezkov,Znojmo
212,1980,Bezkov,Znojmo
194,1991,Bezkov,Znojmo
206,2001,Bezkov,Znojmo
219,2011,Bezkov,Znojmo
563,1869,Bezměrov,Kroměříž
665,1880,Bezměrov,Kroměříž
675,1890,Bezměrov,Kroměříž
695,1900,Bezměrov,Kroměříž
754,1910,Bezměrov,Kroměříž
756,1921,Bezměrov,Kroměříž
737,1930,Bezměrov,Kroměříž
609,1950,Bezměrov,Kroměříž
689,1961,Bezměrov,Kroměříž
619,1970,Bezměrov,Kroměříž
573,1980,Bezměrov,Kroměříž
542,1991,Bezměrov,Kroměříž
556,2001,Bezměrov,Kroměříž
570,2011,Bezměrov,Kroměříž
765,1869,Bezno,Mladá Boleslav
866,1880,Bezno,Mladá Boleslav
933,1890,Bezno,Mladá Boleslav
943,1900,Bezno,Mladá Boleslav
978,1910,Bezno,Mladá Boleslav
922,1921,Bezno,Mladá Boleslav
990,1930,Bezno,Mladá Boleslav
821,1950,Bezno,Mladá Boleslav
866,1961,Bezno,Mladá Boleslav
841,1970,Bezno,Mladá Boleslav
837,1980,Bezno,Mladá Boleslav
834,1991,Bezno,Mladá Boleslav
858,2001,Bezno,Mladá Boleslav
885,2011,Bezno,Mladá Boleslav
260,1869,Bezuchov,Přerov
298,1880,Bezuchov,Přerov
312,1890,Bezuchov,Přerov
320,1900,Bezuchov,Přerov
335,1910,Bezuchov,Přerov
354,1921,Bezuchov,Přerov
296,1930,Bezuchov,Přerov
254,1950,Bezuchov,Přerov
255,1961,Bezuchov,Přerov
220,1970,Bezuchov,Přerov
202,1980,Bezuchov,Přerov
189,1991,Bezuchov,Přerov
173,2001,Bezuchov,Přerov
193,2011,Bezuchov,Přerov
2557,1869,Bezvěrov,Plzeň-sever
2485,1880,Bezvěrov,Plzeň-sever
2579,1890,Bezvěrov,Plzeň-sever
2567,1900,Bezvěrov,Plzeň-sever
2735,1910,Bezvěrov,Plzeň-sever
2647,1921,Bezvěrov,Plzeň-sever
2399,1930,Bezvěrov,Plzeň-sever
801,1950,Bezvěrov,Plzeň-sever
822,1961,Bezvěrov,Plzeň-sever
723,1970,Bezvěrov,Plzeň-sever
688,1980,Bezvěrov,Plzeň-sever
651,1991,Bezvěrov,Plzeň-sever
616,2001,Bezvěrov,Plzeň-sever
672,2011,Bezvěrov,Plzeň-sever
200,1869,Bečice,Tábor
216,1880,Bečice,Tábor
195,1890,Bečice,Tábor
181,1900,Bečice,Tábor
193,1910,Bečice,Tábor
155,1921,Bečice,Tábor
125,1930,Bečice,Tábor
123,1950,Bečice,Tábor
111,1961,Bečice,Tábor
93,1970,Bečice,Tábor
69,1980,Bečice,Tábor
67,1991,Bečice,Tábor
66,2001,Bečice,Tábor
